,gadget ,card_material,card_shield,card_bit,card_drift,card_mana,card_ingot,dragon_style,dragon_body,dragon_wings,dragon_eyes,dragon_all_horns,dragon_name,music
1330,gold_token,gold,amethyst,576,48,3,4,wild,firing_red,sunny_yellow,shimmer_turquoise,golden,Horvat,none
1331,gold_token,platinum,kevlar,720,48,3,4,wild,firing_red,magic_purple,hornet_brown,golden,MacClelland,none
1332,titanium_token,gold,prism,720,48,3,4,wild,peaceful_green,grosbeak_green,hornet_brown,golden,Pereira,none
1333,gold_token,platinum,kevlar,864,48,9,4,wild,earthy_orange,ocean_blue,hornet_brown,bone,Salamon,none
1334,gold_token,platinum,prism,864,48,3,5,wild,peaceful_green,lemon_green,firefly_lilac,bone,Torosian,none
1335,platinum_token,gold,emerald,576,72,3,4,pirate,mystic_purple,magic_purple,assembly_purple,golden,Dinapoli,none
1336,platinum_token,gold,sapphire,576,48,3,5,wild,tangle_dark,floyd_pink,firefly_lilac,golden,Jeż,none
1337,platinum_token,platinum,emerald,576,60,3,4,sovereign,exotic_turquoise,floyd_pink,hornet_brown,bone,Gerhardsson,none
1338,platinum_token,platinum,amethyst,720,48,9,4,wild,chocolate_brown,ocean_blue,firefly_lilac,bone,Fujiwara,none
1339,gold_token,gold,prism,720,48,6,5,wild,peaceful_green,party_orange,firefly_lilac,bone,O'Byrne,none
1340,titanium_token,gold,amethyst,720,60,3,4,wild,earthy_orange,magic_purple,shimmer_turquoise,bone,König,none
1341,gold_token,titanium,prism,576,48,3,5,wild,peaceful_green,ocean_blue,hornet_brown,bone,Harmaajärvi,none
1342,gold_token,platinum,emerald,864,48,3,5,sovereign,chocolate_brown,magic_purple,wasp_yellow,golden,Augustinus,none
1343,gold_token,gold,sapphire,576,48,3,5,wild,earthy_orange,ocean_blue,hornet_brown,bone,Therasia,none
1344,gold_token,platinum,amethyst,720,48,3,5,sovereign,chocolate_brown,lemon_green,assembly_purple,bone,Figaro,none
1345,titanium_token,gold,emerald,864,48,3,5,wild,chocolate_brown,magic_purple,hornet_brown,golden,Floriana,none
1346,gold_token,platinum,emerald,576,60,3,4,sovereign,earthy_orange,lemon_green,hornet_brown,bone,Phoibe,none
1347,platinum_token,platinum,emerald,576,48,3,8,wild,tangle_dark,ocean_blue,hornet_brown,bone,Meliton,none
1348,gold_token,platinum,kevlar,576,48,3,4,wild,earthy_orange,sunny_yellow,shimmer_turquoise,bone,Maxima,none
1349,platinum_token,platinum,prism,720,48,3,4,wild,mystic_purple,ocean_blue,hornet_brown,golden,Elpidios,none
1350,titanium_token,platinum,amethyst,720,48,3,4,wild,exotic_turquoise,ocean_blue,hornet_brown,bone,Prosdocimus,none
1351,platinum_token,platinum,emerald,864,60,3,4,wild,chocolate_brown,grosbeak_green,wasp_yellow,golden,Þórdís,none
1352,titanium_token,gold,kevlar,576,48,3,8,pirate,earthy_orange,sunny_yellow,hornet_brown,bone,Sméagol,none
1353,platinum_token,platinum,prism,720,48,3,5,wild,tangle_dark,party_orange,hornet_brown,bone,Tófa,none
1354,gold_token,platinum,amethyst,720,48,6,4,wild,peaceful_green,party_orange,wasp_yellow,bone,Amalric,none
1355,platinum_token,titanium,emerald,720,48,6,4,wild,mystic_purple,party_orange,wasp_yellow,bone,Dubán,none
1356,titanium_token,platinum,sapphire,720,60,3,5,wild,mystic_purple,lemon_green,hornet_brown,bone,Theodosia,none
1357,titanium_token,platinum,sapphire,720,48,3,5,wild,tangle_dark,lemon_green,wasp_yellow,golden,Lysander,none
1358,gold_token,gold,amethyst,576,60,3,5,sovereign,firing_red,sunny_yellow,firefly_lilac,bone,Vitalianus,none
1359,platinum_token,gold,sapphire,576,48,3,4,wild,peaceful_green,ocean_blue,hornet_brown,bone,Zephyros,none
1360,platinum_token,platinum,amethyst,720,60,6,5,wild,mystic_purple,ocean_blue,shimmer_turquoise,bone,Paschalis,none
1361,platinum_token,platinum,amethyst,576,48,3,10,wild,peaceful_green,sunny_yellow,hornet_brown,bone,Wighard,none
1362,titanium_token,platinum,prism,576,48,3,10,wild,earthy_orange,lemon_green,wasp_yellow,bone,Florentia,none
1363,gold_token,platinum,amethyst,720,48,3,4,wild,tangle_dark,floyd_pink,hornet_brown,bone,Narses,none
1364,gold_token,platinum,emerald,576,48,3,5,wild,firing_red,floyd_pink,shimmer_turquoise,golden,Aemilianus,none
1365,gold_token,gold,emerald,720,48,3,5,wild,earthy_orange,sunny_yellow,wasp_yellow,bone,Eadwald,none
1366,platinum_token,platinum,sapphire,576,48,3,4,wild,exotic_turquoise,lemon_green,hornet_brown,bone,Gunnvaldr,none
1367,platinum_token,gold,emerald,864,48,3,4,pirate,earthy_orange,party_orange,wasp_yellow,bone,Metrodora,none
1368,titanium_token,titanium,kevlar,576,48,3,4,wild,mystic_purple,party_orange,hornet_brown,bone,Þórsteinn,none
1369,platinum_token,platinum,emerald,576,48,3,4,wild,earthy_orange,sunny_yellow,shimmer_turquoise,bone,Fabiana,none
1370,platinum_token,gold,emerald,576,48,3,4,wild,tangle_dark,ocean_blue,wasp_yellow,rainbow,Cunobelinos,none
1371,platinum_token,titanium,sapphire,576,48,3,4,sovereign,chocolate_brown,magic_purple,shimmer_turquoise,golden,Sechnall,none
1372,platinum_token,platinum,emerald,576,48,3,5,wild,chocolate_brown,sunny_yellow,assembly_purple,golden,Kleopatros,none
1373,platinum_token,gold,kevlar,864,48,3,4,wild,tangle_dark,lemon_green,hornet_brown,bone,Dulcinea,none
1374,platinum_token,platinum,sapphire,576,48,9,5,wild,mystic_purple,floyd_pink,wasp_yellow,bone,Livy,none
1375,platinum_token,platinum,kevlar,864,48,3,5,wild,mystic_purple,ocean_blue,hornet_brown,bone,Ingomar,none
1376,platinum_token,titanium,amethyst,576,48,6,4,wild,mystic_purple,sunny_yellow,wasp_yellow,bone,Argyros,none
1377,platinum_token,gold,amethyst,576,48,3,8,wild,firing_red,magic_purple,hornet_brown,bone,Chariovalda,none
1378,platinum_token,platinum,sapphire,720,48,3,5,sovereign,mystic_purple,magic_purple,firefly_lilac,bone,Frideswide,none
1379,platinum_token,platinum,emerald,864,48,3,4,wild,chocolate_brown,floyd_pink,hornet_brown,bone,Humbert,none
1380,platinum_token,titanium,kevlar,864,48,3,5,wild,firing_red,magic_purple,firefly_lilac,bone,Petronia,none
1381,gold_token,platinum,emerald,720,60,6,4,wild,tangle_dark,magic_purple,hornet_brown,bone,Perpetua,none
1382,platinum_token,gold,prism,720,48,3,4,sovereign,firing_red,floyd_pink,shimmer_turquoise,golden,Cléopâtre,none
1383,platinum_token,platinum,emerald,720,48,3,4,wild,exotic_turquoise,sunny_yellow,hornet_brown,bone,Nikephoros,none
1384,platinum_token,gold,kevlar,720,48,6,4,sovereign,firing_red,magic_purple,hornet_brown,golden,Hesperos,none
1385,titanium_token,platinum,sapphire,576,48,6,4,wild,firing_red,floyd_pink,firefly_lilac,golden,Renata,none
1386,gold_token,platinum,sapphire,576,48,9,5,wild,exotic_turquoise,party_orange,hornet_brown,golden,Clarus,none
1387,platinum_token,titanium,kevlar,864,48,3,5,wild,tangle_dark,floyd_pink,wasp_yellow,rainbow,Auðr,none
1388,platinum_token,platinum,sapphire,720,48,3,5,wild,earthy_orange,magic_purple,wasp_yellow,bone,Timothea,none
1389,gold_token,platinum,emerald,864,48,6,5,wild,mystic_purple,floyd_pink,hornet_brown,golden,Pompeius,none
1390,titanium_token,titanium,emerald,576,48,3,5,wild,peaceful_green,sunny_yellow,shimmer_turquoise,bone,Gaios,none
1391,platinum_token,titanium,emerald,720,72,3,4,wild,peaceful_green,magic_purple,hornet_brown,bone,Shaka,none
1392,gold_token,platinum,emerald,720,48,6,10,wild,firing_red,sunny_yellow,hornet_brown,golden,Anthousa,none
1393,titanium_token,platinum,emerald,576,48,3,8,wild,chocolate_brown,party_orange,firefly_lilac,golden,Silvanus,none
1394,gold_token,platinum,kevlar,864,48,3,5,wild,mystic_purple,magic_purple,firefly_lilac,bone,Tigernán,none
1395,gold_token,gold,emerald,576,48,3,5,wild,firing_red,floyd_pink,hornet_brown,bone,Zuleika,none
1396,titanium_token,gold,prism,576,48,3,4,wild,firing_red,sunny_yellow,hornet_brown,golden,Georgios,none
1397,platinum_token,gold,emerald,576,48,6,5,wild,earthy_orange,floyd_pink,hornet_brown,bone,Ragemprand,none
1398,platinum_token,gold,kevlar,576,48,3,4,sovereign,peaceful_green,sunny_yellow,hornet_brown,bone,Hamilcar,none
1399,platinum_token,platinum,kevlar,720,72,3,4,wild,mystic_purple,ocean_blue,firefly_lilac,golden,Boadicea,none
1400,titanium_token,platinum,emerald,576,48,3,5,wild,mystic_purple,magic_purple,wasp_yellow,bone,Malvolio,none
1401,platinum_token,gold,emerald,864,48,3,5,wild,chocolate_brown,grosbeak_green,wasp_yellow,golden,Hjǫrdís,none
1402,platinum_token,titanium,sapphire,576,48,3,5,wild,mystic_purple,floyd_pink,hornet_brown,bone,Salvius,none
1403,platinum_token,platinum,amethyst,576,60,6,4,wild,mystic_purple,magic_purple,hornet_brown,bone,Octavianus,none
1404,gold_token,titanium,amethyst,720,48,3,4,wild,mystic_purple,party_orange,assembly_purple,golden,Katerina,none
1405,platinum_token,platinum,prism,576,48,3,4,wild,chocolate_brown,sunny_yellow,hornet_brown,bone,Flavius,none
1406,gold_token,platinum,prism,576,60,3,4,wild,firing_red,magic_purple,wasp_yellow,bone,Archembald,none
1407,gold_token,platinum,sapphire,720,60,3,4,wild,peaceful_green,sunny_yellow,wasp_yellow,bone,Onesiphoros,none
1408,platinum_token,platinum,emerald,576,48,3,4,wild,mystic_purple,sunny_yellow,hornet_brown,bone,Hortensia,none
1409,gold_token,titanium,sapphire,576,48,3,5,wild,firing_red,floyd_pink,hornet_brown,bone,Idalia,none
1410,titanium_token,titanium,kevlar,864,48,3,5,wild,firing_red,magic_purple,wasp_yellow,bone,Lucia,none
1411,platinum_token,platinum,sapphire,576,48,3,4,pirate,tangle_dark,ocean_blue,firefly_lilac,bone,Angela,none
1412,gold_token,platinum,emerald,576,48,3,4,wild,chocolate_brown,lemon_green,hornet_brown,bone,Fulgentius,none
1413,platinum_token,platinum,emerald,720,60,3,4,wild,mystic_purple,grosbeak_green,hornet_brown,bone,Æthelric,none
1414,platinum_token,gold,amethyst,576,48,3,4,wild,exotic_turquoise,magic_purple,wasp_yellow,bone,Eadgar,none
1415,titanium_token,platinum,kevlar,576,48,6,4,wild,exotic_turquoise,floyd_pink,wasp_yellow,golden,Tamerlane,none
1416,gold_token,gold,emerald,864,48,3,5,wild,firing_red,lemon_green,hornet_brown,bone,Þórví,none
1417,platinum_token,gold,kevlar,864,48,3,4,wild,tangle_dark,party_orange,shimmer_turquoise,bone,Placida,none
1418,gold_token,platinum,sapphire,864,48,3,5,wild,chocolate_brown,party_orange,hornet_brown,bone,Rónán,none
1419,gold_token,platinum,amethyst,864,60,3,5,wild,exotic_turquoise,magic_purple,wasp_yellow,bone,Polykarpos,none
1420,platinum_token,platinum,emerald,864,60,3,4,wild,firing_red,floyd_pink,firefly_lilac,bone,Seleucus,none
1421,platinum_token,platinum,amethyst,864,48,3,12,wild,tangle_dark,ocean_blue,hornet_brown,golden,Hákon,none
1422,platinum_token,titanium,emerald,576,48,9,5,wild,chocolate_brown,floyd_pink,hornet_brown,bone,Lucius,none
1423,gold_token,platinum,kevlar,864,48,6,4,wild,chocolate_brown,sunny_yellow,hornet_brown,golden,Matrona,none
1424,titanium_token,platinum,sapphire,720,60,6,8,wild,exotic_turquoise,ocean_blue,hornet_brown,rainbow,Muirgel,none
1425,gold_token,platinum,emerald,576,60,3,5,wild,peaceful_green,floyd_pink,wasp_yellow,bone,Agnes,none
1426,platinum_token,platinum,amethyst,576,48,6,5,sovereign,peaceful_green,floyd_pink,hornet_brown,bone,Cassianus,none
1427,gold_token,platinum,amethyst,576,60,3,5,wild,mystic_purple,ocean_blue,assembly_purple,bone,Berahthram,none
1428,gold_token,platinum,kevlar,576,48,3,5,wild,chocolate_brown,magic_purple,wasp_yellow,bone,Ahmose,none
1429,gold_token,platinum,amethyst,576,48,3,5,wild,tangle_dark,party_orange,hornet_brown,bone,Gawain,none
1430,platinum_token,platinum,emerald,720,48,3,5,wild,mystic_purple,sunny_yellow,wasp_yellow,golden,Yoselin,none
1431,platinum_token,platinum,emerald,576,48,3,4,sovereign,peaceful_green,sunny_yellow,hornet_brown,bone,Cass,none
1432,platinum_token,gold,emerald,720,48,3,4,wild,chocolate_brown,floyd_pink,wasp_yellow,bone,Maisy,none
1433,platinum_token,platinum,sapphire,576,60,3,4,wild,peaceful_green,lemon_green,hornet_brown,bone,Otis,none
1434,platinum_token,titanium,sapphire,864,48,3,5,sovereign,chocolate_brown,ocean_blue,wasp_yellow,golden,Suzi,none
1435,platinum_token,gold,sapphire,720,48,3,4,wild,firing_red,floyd_pink,wasp_yellow,golden,Ebenezer,none
1436,gold_token,gold,sapphire,576,48,3,5,sovereign,earthy_orange,ocean_blue,firefly_lilac,bone,Clementine,none
1437,platinum_token,gold,emerald,720,48,3,5,wild,chocolate_brown,party_orange,hornet_brown,rainbow,Timothy,none
1438,gold_token,platinum,kevlar,576,48,6,4,wild,firing_red,sunny_yellow,wasp_yellow,rainbow,Roly,none
1439,gold_token,platinum,emerald,720,48,3,5,wild,firing_red,party_orange,firefly_lilac,golden,Monique,none
1440,platinum_token,platinum,amethyst,720,48,3,4,wild,firing_red,party_orange,hornet_brown,bone,Eulogia,none
1441,platinum_token,gold,kevlar,576,48,3,5,wild,chocolate_brown,sunny_yellow,shimmer_turquoise,golden,Tommy,none
1442,gold_token,platinum,kevlar,720,48,6,5,wild,firing_red,magic_purple,hornet_brown,bone,Bambi,none
1443,platinum_token,titanium,emerald,576,48,3,4,sovereign,exotic_turquoise,lemon_green,hornet_brown,bone,Chevonne,none
1444,titanium_token,platinum,sapphire,576,48,3,4,wild,earthy_orange,floyd_pink,shimmer_turquoise,bone,Whitaker,none
1445,gold_token,titanium,sapphire,576,48,3,4,wild,earthy_orange,magic_purple,firefly_lilac,golden,Hallam,none
1446,platinum_token,platinum,emerald,576,48,3,4,wild,firing_red,ocean_blue,wasp_yellow,rainbow,Josh,none
1447,gold_token,platinum,amethyst,576,48,3,5,pirate,chocolate_brown,party_orange,hornet_brown,bone,Nayeli,none
1448,platinum_token,titanium,prism,864,48,3,4,wild,firing_red,ocean_blue,assembly_purple,bone,Laurie,none
1449,platinum_token,titanium,amethyst,576,60,3,5,wild,chocolate_brown,magic_purple,wasp_yellow,golden,Hervey,none
1450,titanium_token,platinum,emerald,720,48,3,5,wild,mystic_purple,ocean_blue,hornet_brown,bone,Yaiza,none
1451,platinum_token,platinum,emerald,576,48,3,4,wild,exotic_turquoise,floyd_pink,hornet_brown,bone,Rosalind,none
1452,gold_token,gold,kevlar,864,48,3,4,wild,earthy_orange,sunny_yellow,wasp_yellow,bone,Facundo,none
1453,platinum_token,titanium,amethyst,576,48,3,4,wild,peaceful_green,magic_purple,hornet_brown,bone,Lois,none
1454,platinum_token,platinum,emerald,720,48,3,5,wild,tangle_dark,party_orange,hornet_brown,bone,Dina,none
1455,titanium_token,gold,emerald,576,48,6,8,wild,tangle_dark,floyd_pink,hornet_brown,golden,Candy,none
1456,platinum_token,platinum,sapphire,864,48,3,10,wild,chocolate_brown,party_orange,firefly_lilac,golden,Foster,none
1457,gold_token,gold,sapphire,576,48,6,4,sovereign,earthy_orange,ocean_blue,wasp_yellow,golden,Clare,none
1458,gold_token,gold,prism,720,48,3,4,wild,firing_red,floyd_pink,hornet_brown,bone,Pamella,none
1459,platinum_token,titanium,emerald,864,48,3,4,sovereign,earthy_orange,floyd_pink,wasp_yellow,golden,Janae,none
1460,platinum_token,gold,amethyst,576,48,3,4,sovereign,firing_red,floyd_pink,wasp_yellow,golden,Dolores,none
1461,platinum_token,titanium,amethyst,576,48,6,4,wild,exotic_turquoise,ocean_blue,hornet_brown,golden,Heidi,none
1462,platinum_token,titanium,sapphire,576,48,3,4,wild,chocolate_brown,party_orange,wasp_yellow,bone,Amy,none
1463,platinum_token,platinum,sapphire,720,48,3,4,wild,earthy_orange,ocean_blue,hornet_brown,bone,Bevis,none
1464,platinum_token,gold,kevlar,576,48,6,5,wild,firing_red,magic_purple,hornet_brown,bone,Headley,none
1465,platinum_token,titanium,amethyst,720,72,3,5,wild,firing_red,magic_purple,hornet_brown,bone,Rolland,none
1466,platinum_token,gold,sapphire,576,48,3,5,wild,exotic_turquoise,floyd_pink,hornet_brown,bone,Ulyssa,none
1467,platinum_token,gold,amethyst,576,60,3,4,wild,firing_red,magic_purple,wasp_yellow,golden,Katee,none
1468,gold_token,platinum,amethyst,720,48,3,4,wild,firing_red,ocean_blue,assembly_purple,golden,Cordelia,none
1469,platinum_token,platinum,kevlar,720,60,6,5,wild,firing_red,floyd_pink,wasp_yellow,bone,Gilberta,none
1470,platinum_token,gold,amethyst,576,48,3,4,wild,mystic_purple,magic_purple,wasp_yellow,bone,Cheri,none
1471,gold_token,platinum,amethyst,720,48,6,4,wild,mystic_purple,party_orange,hornet_brown,bone,Rayner,none
1472,gold_token,platinum,emerald,864,72,3,4,wild,exotic_turquoise,sunny_yellow,firefly_lilac,bone,Wilma,none
1473,titanium_token,platinum,amethyst,720,48,3,4,sovereign,peaceful_green,floyd_pink,hornet_brown,bone,Bart,none
1474,gold_token,gold,amethyst,720,48,3,4,wild,peaceful_green,magic_purple,shimmer_turquoise,bone,Jude,none
1475,platinum_token,gold,emerald,864,48,3,4,wild,chocolate_brown,lemon_green,wasp_yellow,golden,Norton,none
1476,gold_token,gold,kevlar,576,48,3,10,sovereign,chocolate_brown,floyd_pink,firefly_lilac,golden,Onofre,none
1477,gold_token,titanium,amethyst,720,48,3,4,wild,chocolate_brown,floyd_pink,firefly_lilac,bone,Sadie,none
1478,platinum_token,titanium,amethyst,720,48,3,4,wild,exotic_turquoise,magic_purple,firefly_lilac,bone,Adalyn,none
1479,platinum_token,platinum,amethyst,576,48,6,4,pirate,earthy_orange,ocean_blue,shimmer_turquoise,bone,Briony,none
1480,gold_token,gold,emerald,576,48,3,4,wild,earthy_orange,ocean_blue,hornet_brown,golden,Leticia,none
1481,platinum_token,gold,emerald,576,48,3,4,wild,firing_red,lemon_green,firefly_lilac,golden,Daren,none
1482,gold_token,platinum,amethyst,576,48,3,4,wild,exotic_turquoise,party_orange,hornet_brown,golden,Kylan,none
1483,gold_token,gold,prism,576,48,3,4,wild,chocolate_brown,floyd_pink,hornet_brown,bone,Thornton,none
1484,platinum_token,titanium,emerald,576,48,6,4,wild,exotic_turquoise,magic_purple,hornet_brown,bone,Oaklynn,none
1485,platinum_token,platinum,amethyst,864,48,3,4,wild,mystic_purple,floyd_pink,wasp_yellow,bone,Maurene,none
1486,platinum_token,platinum,sapphire,576,48,3,4,wild,exotic_turquoise,ocean_blue,wasp_yellow,bone,Carmen,none
1487,platinum_token,platinum,sapphire,864,48,6,5,wild,earthy_orange,party_orange,firefly_lilac,bone,Brittani,none
1488,platinum_token,titanium,emerald,864,48,3,4,wild,peaceful_green,sunny_yellow,assembly_purple,bone,Freda,none
1489,platinum_token,platinum,kevlar,720,48,3,4,wild,peaceful_green,floyd_pink,shimmer_turquoise,bone,Shannen,none
1490,gold_token,gold,sapphire,576,48,3,5,wild,mystic_purple,magic_purple,firefly_lilac,bone,Erik,none
1491,gold_token,platinum,prism,864,60,3,4,sovereign,mystic_purple,floyd_pink,wasp_yellow,bone,Maud,none
1492,titanium_token,platinum,emerald,576,48,3,4,wild,tangle_dark,party_orange,shimmer_turquoise,golden,Shelby,none
1493,platinum_token,platinum,amethyst,576,48,6,4,wild,earthy_orange,sunny_yellow,hornet_brown,bone,Danilo,none
1494,gold_token,platinum,sapphire,720,48,3,4,wild,earthy_orange,floyd_pink,assembly_purple,bone,Jerrold,none
1495,gold_token,platinum,emerald,576,72,3,4,wild,exotic_turquoise,magic_purple,firefly_lilac,rainbow,Nolene,none
1496,gold_token,gold,prism,864,48,3,4,wild,firing_red,grosbeak_green,wasp_yellow,bone,Zachary,none
1497,platinum_token,gold,emerald,720,48,3,4,wild,chocolate_brown,ocean_blue,hornet_brown,bone,Teddie,none
1498,gold_token,gold,sapphire,576,48,3,4,wild,chocolate_brown,ocean_blue,hornet_brown,golden,Shawnda,none
1499,titanium_token,platinum,amethyst,576,48,3,4,wild,firing_red,party_orange,firefly_lilac,bone,Rastus,none
1500,titanium_token,platinum,amethyst,720,48,3,4,wild,firing_red,ocean_blue,hornet_brown,golden,Eliseo,none
1501,gold_token,titanium,sapphire,720,48,3,4,wild,tangle_dark,floyd_pink,hornet_brown,bone,Tanya,none
1502,platinum_token,platinum,emerald,720,48,6,5,wild,firing_red,lemon_green,hornet_brown,rainbow,Berta,none
1503,titanium_token,gold,amethyst,720,60,6,8,pirate,mystic_purple,sunny_yellow,shimmer_turquoise,bone,Sharon,none
1504,titanium_token,gold,prism,720,48,3,5,wild,mystic_purple,magic_purple,hornet_brown,rainbow,Jeremías,none
1505,platinum_token,titanium,emerald,576,48,3,10,sovereign,firing_red,party_orange,shimmer_turquoise,bone,Petrina,none
1506,gold_token,platinum,kevlar,720,48,3,4,wild,firing_red,magic_purple,hornet_brown,bone,Cirino,none
1507,gold_token,platinum,prism,864,60,3,4,wild,firing_red,lemon_green,firefly_lilac,golden,Jenelle,tangle_dragons_-_steven_castano
1508,gold_token,platinum,kevlar,576,48,3,4,wild,exotic_turquoise,floyd_pink,firefly_lilac,bone,Rae,none
1509,platinum_token,platinum,amethyst,864,48,3,5,wild,exotic_turquoise,ocean_blue,wasp_yellow,golden,Rylee,none
1510,gold_token,platinum,amethyst,864,48,3,5,wild,mystic_purple,lemon_green,shimmer_turquoise,bone,Gladwin,none
1511,gold_token,gold,prism,576,60,3,4,wild,firing_red,magic_purple,wasp_yellow,bone,Jada,none
1512,platinum_token,gold,kevlar,864,48,3,4,wild,peaceful_green,party_orange,shimmer_turquoise,golden,Jessika,none
1513,gold_token,platinum,kevlar,576,48,3,8,wild,tangle_dark,grosbeak_green,hornet_brown,bone,Jerry,none
1514,gold_token,platinum,sapphire,720,60,3,5,wild,earthy_orange,floyd_pink,firefly_lilac,rainbow,Rodolfito,none
1515,platinum_token,gold,sapphire,720,48,3,5,wild,chocolate_brown,sunny_yellow,firefly_lilac,rainbow,Anton,tangle_dragons_-_steven_castano
1516,titanium_token,platinum,sapphire,720,48,3,4,wild,peaceful_green,lemon_green,hornet_brown,bone,Beckett,none
1517,gold_token,gold,emerald,720,60,3,10,wild,chocolate_brown,party_orange,firefly_lilac,bone,Juancho,none
1518,platinum_token,gold,sapphire,864,48,3,4,wild,tangle_dark,sunny_yellow,wasp_yellow,bone,Olive,none
1519,platinum_token,titanium,emerald,576,60,3,5,wild,earthy_orange,sunny_yellow,wasp_yellow,golden,Neville,none
1520,gold_token,platinum,emerald,576,48,3,4,wild,mystic_purple,sunny_yellow,hornet_brown,bone,Mireya,none
1521,platinum_token,platinum,kevlar,576,48,3,4,sovereign,mystic_purple,party_orange,hornet_brown,bone,Ione,none
1522,platinum_token,platinum,amethyst,576,60,3,4,wild,earthy_orange,floyd_pink,hornet_brown,bone,Quetzalcoatl,none
1523,gold_token,gold,kevlar,720,48,6,4,wild,tangle_dark,floyd_pink,firefly_lilac,golden,Sunita,none
1524,gold_token,titanium,sapphire,576,48,3,5,wild,tangle_dark,sunny_yellow,hornet_brown,bone,Agamemnon,none
1525,platinum_token,titanium,emerald,864,48,6,4,wild,mystic_purple,sunny_yellow,firefly_lilac,bone,Hera,none
1526,gold_token,titanium,sapphire,576,48,3,4,wild,peaceful_green,sunny_yellow,hornet_brown,bone,Gotama,none
1527,titanium_token,platinum,kevlar,576,60,3,5,wild,mystic_purple,floyd_pink,firefly_lilac,bone,Yngvi,none
1528,platinum_token,platinum,kevlar,720,48,6,4,wild,peaceful_green,magic_purple,shimmer_turquoise,bone,Amun,none
1529,gold_token,platinum,emerald,864,48,3,4,wild,mystic_purple,floyd_pink,wasp_yellow,bone,Silvius,none
1530,gold_token,platinum,amethyst,576,48,3,5,wild,earthy_orange,ocean_blue,wasp_yellow,rainbow,Midas,none
1531,gold_token,gold,amethyst,576,48,3,5,wild,exotic_turquoise,magic_purple,hornet_brown,bone,Viraja,none
1532,platinum_token,titanium,amethyst,576,60,3,4,wild,mystic_purple,party_orange,firefly_lilac,bone,Tiw,none
1533,platinum_token,gold,emerald,576,48,3,5,wild,firing_red,sunny_yellow,hornet_brown,golden,Ioachim,none
1534,platinum_token,gold,sapphire,720,48,3,4,wild,peaceful_green,lemon_green,hornet_brown,bone,Gayatri,none
1535,platinum_token,titanium,sapphire,576,48,3,4,wild,firing_red,party_orange,firefly_lilac,bone,Aella,none
1536,titanium_token,platinum,kevlar,720,48,3,4,wild,tangle_dark,magic_purple,wasp_yellow,bone,Hersilia,none
1537,platinum_token,gold,prism,576,48,9,4,wild,mystic_purple,floyd_pink,firefly_lilac,bone,Alkeides,none
1538,titanium_token,gold,emerald,576,48,3,4,wild,mystic_purple,sunny_yellow,hornet_brown,bone,Demeter,none
1539,platinum_token,titanium,amethyst,864,48,3,4,wild,mystic_purple,floyd_pink,hornet_brown,bone,Bláithín,none
1540,gold_token,platinum,prism,576,48,3,5,sovereign,firing_red,sunny_yellow,hornet_brown,golden,Leto,none
1541,titanium_token,platinum,emerald,720,48,3,4,wild,mystic_purple,ocean_blue,firefly_lilac,bone,Zenobia,none
1542,gold_token,platinum,emerald,720,48,3,4,wild,chocolate_brown,floyd_pink,hornet_brown,golden,Nicostratus,none
1543,platinum_token,platinum,amethyst,576,48,3,4,wild,exotic_turquoise,magic_purple,firefly_lilac,golden,Zeno,none
1544,gold_token,gold,kevlar,576,48,3,5,wild,exotic_turquoise,sunny_yellow,wasp_yellow,bone,Diokles,none
1545,platinum_token,gold,amethyst,576,48,3,4,wild,earthy_orange,magic_purple,hornet_brown,bone,Egino,none
1546,gold_token,gold,sapphire,576,60,3,5,wild,exotic_turquoise,magic_purple,hornet_brown,bone,Straton,none
1547,platinum_token,titanium,emerald,864,48,3,4,wild,tangle_dark,magic_purple,hornet_brown,rainbow,Paulus,none
1548,platinum_token,titanium,amethyst,720,48,3,5,sovereign,tangle_dark,magic_purple,hornet_brown,golden,Verginius,none
1549,platinum_token,titanium,emerald,576,48,3,5,wild,firing_red,sunny_yellow,hornet_brown,bone,Eadgifu,none
1550,gold_token,platinum,amethyst,576,48,6,4,wild,mystic_purple,floyd_pink,hornet_brown,bone,Ferrutius,none
1551,gold_token,gold,emerald,576,48,3,5,wild,chocolate_brown,magic_purple,hornet_brown,golden,Prisca,none
1552,platinum_token,platinum,kevlar,576,48,3,5,wild,earthy_orange,party_orange,hornet_brown,bone,Isocrates,none
1553,platinum_token,platinum,amethyst,864,48,3,10,wild,chocolate_brown,lemon_green,hornet_brown,bone,Alexius,none
1554,platinum_token,gold,prism,864,48,3,4,wild,firing_red,ocean_blue,hornet_brown,bone,Nonnos,none
1555,gold_token,platinum,sapphire,864,48,3,4,wild,firing_red,party_orange,assembly_purple,bone,Álǫf,none
1556,platinum_token,gold,amethyst,864,48,3,4,wild,firing_red,floyd_pink,shimmer_turquoise,bone,Kambujiya,none
1557,platinum_token,gold,emerald,720,48,3,4,wild,chocolate_brown,floyd_pink,wasp_yellow,golden,Laelius,none
1558,gold_token,titanium,kevlar,576,48,6,5,wild,peaceful_green,ocean_blue,shimmer_turquoise,bone,Viviana,none
1559,platinum_token,platinum,emerald,720,48,3,4,wild,chocolate_brown,ocean_blue,hornet_brown,bone,Emerentius,none
1560,platinum_token,titanium,amethyst,720,60,3,4,wild,earthy_orange,lemon_green,hornet_brown,golden,Thrud,none
