,gadget Name,gadget Material,gadget Tickets,gadget: Total Tickets,gadget Odds (% chance),card_material Name,card_material Material,card_material Tickets,card_material: Total Tickets,card_material Odds (% chance),card_shield Name,card_shield Material,card_shield Tickets,card_shield: Total Tickets,card_shield Odds (% chance),card_bit Name,card_bit Material,card_bit Tickets,card_bit: Total Tickets,card_bit Odds (% chance),card_drift Name,card_drift Material,card_drift Tickets,card_drift: Total Tickets,card_drift Odds (% chance),card_mana Name,card_mana Material,card_mana Tickets,card_mana: Total Tickets,card_mana Odds (% chance),card_ingot Name,card_ingot Material,card_ingot Tickets,card_ingot: Total Tickets,card_ingot Odds (% chance),dragon_style Name,dragon_style Material,dragon_style Tickets,dragon_style: Total Tickets,dragon_style Odds (% chance),dragon_body Name,dragon_body Material,dragon_body Tickets,dragon_body: Total Tickets,dragon_body Odds (% chance),dragon_wings Name,dragon_wings Material,dragon_wings Tickets,dragon_wings: Total Tickets,dragon_wings Odds (% chance),dragon_eyes Name,dragon_eyes Material,dragon_eyes Tickets,dragon_eyes: Total Tickets,dragon_eyes Odds (% chance),dragon_all_horns Name,dragon_all_horns Material,dragon_all_horns Tickets,dragon_all_horns: Total Tickets,dragon_all_horns Odds (% chance),music Name,music Material,music Tickets,music: Total Tickets,music Odds (% chance)
Variant 91,platinum_token Variant 91,Moneda platino,50,100,50,titanium Variant 91,Titanium Card,20,100,20,emerald Variant 91,Front Card Colorful,30,100,30,720 Variant 91,Bit,30,100,30,72 Variant 91,drift,5,100,5,3 Variant 91,Mana,80,100,80,4 Variant 91,ingot,60,100,60,wild Variant 91,No Material,900,1000,90,peaceful_green Variant 91,Cuerpo verde,14,100,14,magic_purple Variant 91,Material.004,17,100,17,hornet_brown Variant 91,Ojos sauron,40,100,40,bone Variant 91,Huesos blancos,70,100,70,none Variant 91,No Material,99,100,99
Variant 92,gold_token Variant 92,Moneda oro,35,100,35,platinum Variant 92,Platinium Card,50,100,50,emerald Variant 92,Front Card Colorful,30,100,30,720 Variant 92,Bit,30,100,30,48 Variant 92,drift,80,100,80,6 Variant 92,Mana,15,100,15,10 Variant 92,ingot,2,100,2,wild Variant 92,No Material,900,1000,90,firing_red Variant 92,Cuerpo rojo,16,100,16,sunny_yellow Variant 92,Material.002,17,100,17,hornet_brown Variant 92,Ojos sauron,40,100,40,golden Variant 92,Puas oro,25,100,25,none Variant 92,No Material,99,100,99
Variant 93,titanium_token Variant 93,Material.016,15,100,15,platinum Variant 93,Platinium Card,50,100,50,emerald Variant 93,Front Card Colorful,30,100,30,576 Variant 93,Bit,50,100,50,48 Variant 93,drift,80,100,80,3 Variant 93,Mana,80,100,80,8 Variant 93,ingot,4,100,4,wild Variant 93,No Material,900,1000,90,chocolate_brown Variant 93,Cuerpo marrón,14,100,14,party_orange Variant 93,Material.005,17,100,17,firefly_lilac Variant 93,Ojos rosados,20,100,20,golden Variant 93,Puas oro,25,100,25,none Variant 93,No Material,99,100,99
Variant 94,gold_token Variant 94,Moneda oro,35,100,35,platinum Variant 94,Platinium Card,50,100,50,kevlar Variant 94,Front Card KEVLAR,15,100,15,864 Variant 94,Bit,20,100,20,48 Variant 94,drift,80,100,80,3 Variant 94,Mana,80,100,80,5 Variant 94,ingot,33,100,33,wild Variant 94,No Material,900,1000,90,mystic_purple Variant 94,Cuerpo Morado,14,100,14,magic_purple Variant 94,Material.004,17,100,17,firefly_lilac Variant 94,Ojos rosados,20,100,20,bone Variant 94,Huesos blancos,70,100,70,none Variant 94,No Material,99,100,99
Variant 95,gold_token Variant 95,Moneda oro,35,100,35,gold Variant 95,Middle Card Black,30,100,30,emerald Variant 95,Front Card Colorful,30,100,30,576 Variant 95,Bit,50,100,50,48 Variant 95,drift,80,100,80,3 Variant 95,Mana,80,100,80,5 Variant 95,ingot,33,100,33,wild Variant 95,No Material,900,1000,90,firing_red Variant 95,Cuerpo rojo,16,100,16,floyd_pink Variant 95,Alas rosadas,17,100,17,hornet_brown Variant 95,Ojos sauron,40,100,40,bone Variant 95,Huesos blancos,70,100,70,none Variant 95,No Material,99,100,99
Variant 96,titanium_token Variant 96,Material.016,15,100,15,gold Variant 96,Middle Card Black,30,100,30,prism Variant 96,Front Card Rainbow,10,100,10,576 Variant 96,Bit,50,100,50,48 Variant 96,drift,80,100,80,3 Variant 96,Mana,80,100,80,4 Variant 96,ingot,60,100,60,wild Variant 96,No Material,900,1000,90,firing_red Variant 96,Cuerpo rojo,16,100,16,sunny_yellow Variant 96,Material.002,17,100,17,hornet_brown Variant 96,Ojos sauron,40,100,40,golden Variant 96,Puas oro,25,100,25,none Variant 96,No Material,99,100,99
Variant 97,platinum_token Variant 97,Moneda platino,50,100,50,gold Variant 97,Middle Card Black,30,100,30,emerald Variant 97,Front Card Colorful,30,100,30,576 Variant 97,Bit,50,100,50,48 Variant 97,drift,80,100,80,6 Variant 97,Mana,15,100,15,5 Variant 97,ingot,33,100,33,wild Variant 97,No Material,900,1000,90,earthy_orange Variant 97,Cuerpo amarillo,14,100,14,floyd_pink Variant 97,Alas rosadas,17,100,17,hornet_brown Variant 97,Ojos sauron,40,100,40,bone Variant 97,Huesos blancos,70,100,70,none Variant 97,No Material,99,100,99
Variant 98,platinum_token Variant 98,Moneda platino,50,100,50,gold Variant 98,Middle Card Black,30,100,30,kevlar Variant 98,Front Card KEVLAR,15,100,15,576 Variant 98,Bit,50,100,50,48 Variant 98,drift,80,100,80,3 Variant 98,Mana,80,100,80,4 Variant 98,ingot,60,100,60,sovereign Variant 98,Gold Crown Sov1.001,75,1000,8,peaceful_green Variant 98,Cuerpo verde,14,100,14,sunny_yellow Variant 98,Material.002,17,100,17,hornet_brown Variant 98,Ojos sauron,40,100,40,bone Variant 98,Huesos blancos,70,100,70,none Variant 98,No Material,99,100,99
Variant 99,platinum_token Variant 99,Moneda platino,50,100,50,platinum Variant 99,Platinium Card,50,100,50,kevlar Variant 99,Front Card KEVLAR,15,100,15,720 Variant 99,Bit,30,100,30,72 Variant 99,drift,5,100,5,3 Variant 99,Mana,80,100,80,4 Variant 99,ingot,60,100,60,wild Variant 99,No Material,900,1000,90,mystic_purple Variant 99,Cuerpo Morado,14,100,14,ocean_blue Variant 99,Material.001,17,100,17,firefly_lilac Variant 99,Ojos rosados,20,100,20,golden Variant 99,Puas oro,25,100,25,none Variant 99,No Material,99,100,99
Variant 100,titanium_token Variant 100,Material.016,15,100,15,platinum Variant 100,Platinium Card,50,100,50,emerald Variant 100,Front Card Colorful,30,100,30,576 Variant 100,Bit,50,100,50,48 Variant 100,drift,80,100,80,3 Variant 100,Mana,80,100,80,5 Variant 100,ingot,33,100,33,wild Variant 100,No Material,900,1000,90,mystic_purple Variant 100,Cuerpo Morado,14,100,14,magic_purple Variant 100,Material.004,17,100,17,wasp_yellow Variant 100,Ojos verde claro,25,100,25,bone Variant 100,Huesos blancos,70,100,70,none Variant 100,No Material,99,100,99
Variant 101,platinum_token Variant 101,Moneda platino,50,100,50,gold Variant 101,Middle Card Black,30,100,30,emerald Variant 101,Front Card Colorful,30,100,30,864 Variant 101,Bit,20,100,20,48 Variant 101,drift,80,100,80,3 Variant 101,Mana,80,100,80,5 Variant 101,ingot,33,100,33,wild Variant 101,No Material,900,1000,90,chocolate_brown Variant 101,Cuerpo marrón,14,100,14,grosbeak_green Variant 101,Material.003,5,100,5,wasp_yellow Variant 101,Ojos verde claro,25,100,25,golden Variant 101,Puas oro,25,100,25,none Variant 101,No Material,99,100,99
Variant 102,platinum_token Variant 102,Moneda platino,50,100,50,titanium Variant 102,Titanium Card,20,100,20,sapphire Variant 102,Front Card NAVY,20,100,20,576 Variant 102,Bit,50,100,50,48 Variant 102,drift,80,100,80,3 Variant 102,Mana,80,100,80,5 Variant 102,ingot,33,100,33,wild Variant 102,No Material,900,1000,90,mystic_purple Variant 102,Cuerpo Morado,14,100,14,floyd_pink Variant 102,Alas rosadas,17,100,17,hornet_brown Variant 102,Ojos sauron,40,100,40,bone Variant 102,Huesos blancos,70,100,70,none Variant 102,No Material,99,100,99
Variant 103,platinum_token Variant 103,Moneda platino,50,100,50,platinum Variant 103,Platinium Card,50,100,50,amethyst Variant 103,Front Card Purple,25,100,25,576 Variant 103,Bit,50,100,50,60 Variant 103,drift,15,100,15,6 Variant 103,Mana,15,100,15,4 Variant 103,ingot,60,100,60,wild Variant 103,No Material,900,1000,90,mystic_purple Variant 103,Cuerpo Morado,14,100,14,magic_purple Variant 103,Material.004,17,100,17,hornet_brown Variant 103,Ojos sauron,40,100,40,bone Variant 103,Huesos blancos,70,100,70,none Variant 103,No Material,99,100,99
Variant 104,gold_token Variant 104,Moneda oro,35,100,35,titanium Variant 104,Titanium Card,20,100,20,amethyst Variant 104,Front Card Purple,25,100,25,720 Variant 104,Bit,30,100,30,48 Variant 104,drift,80,100,80,3 Variant 104,Mana,80,100,80,4 Variant 104,ingot,60,100,60,wild Variant 104,No Material,900,1000,90,mystic_purple Variant 104,Cuerpo Morado,14,100,14,party_orange Variant 104,Material.005,17,100,17,assembly_purple Variant 104,Ojos morados,5,100,5,golden Variant 104,Puas oro,25,100,25,none Variant 104,No Material,99,100,99
Variant 105,platinum_token Variant 105,Moneda platino,50,100,50,platinum Variant 105,Platinium Card,50,100,50,prism Variant 105,Front Card Rainbow,10,100,10,576 Variant 105,Bit,50,100,50,48 Variant 105,drift,80,100,80,3 Variant 105,Mana,80,100,80,4 Variant 105,ingot,60,100,60,wild Variant 105,No Material,900,1000,90,chocolate_brown Variant 105,Cuerpo marrón,14,100,14,sunny_yellow Variant 105,Material.002,17,100,17,hornet_brown Variant 105,Ojos sauron,40,100,40,bone Variant 105,Huesos blancos,70,100,70,none Variant 105,No Material,99,100,99
Variant 106,gold_token Variant 106,Moneda oro,35,100,35,platinum Variant 106,Platinium Card,50,100,50,prism Variant 106,Front Card Rainbow,10,100,10,576 Variant 106,Bit,50,100,50,60 Variant 106,drift,15,100,15,3 Variant 106,Mana,80,100,80,4 Variant 106,ingot,60,100,60,wild Variant 106,No Material,900,1000,90,firing_red Variant 106,Cuerpo rojo,16,100,16,magic_purple Variant 106,Material.004,17,100,17,wasp_yellow Variant 106,Ojos verde claro,25,100,25,bone Variant 106,Huesos blancos,70,100,70,none Variant 106,No Material,99,100,99
Variant 107,gold_token Variant 107,Moneda oro,35,100,35,platinum Variant 107,Platinium Card,50,100,50,sapphire Variant 107,Front Card NAVY,20,100,20,720 Variant 107,Bit,30,100,30,60 Variant 107,drift,15,100,15,3 Variant 107,Mana,80,100,80,4 Variant 107,ingot,60,100,60,wild Variant 107,No Material,900,1000,90,peaceful_green Variant 107,Cuerpo verde,14,100,14,sunny_yellow Variant 107,Material.002,17,100,17,wasp_yellow Variant 107,Ojos verde claro,25,100,25,bone Variant 107,Huesos blancos,70,100,70,none Variant 107,No Material,99,100,99
Variant 108,platinum_token Variant 108,Moneda platino,50,100,50,platinum Variant 108,Platinium Card,50,100,50,emerald Variant 108,Front Card Colorful,30,100,30,576 Variant 108,Bit,50,100,50,48 Variant 108,drift,80,100,80,3 Variant 108,Mana,80,100,80,4 Variant 108,ingot,60,100,60,wild Variant 108,No Material,900,1000,90,mystic_purple Variant 108,Cuerpo Morado,14,100,14,sunny_yellow Variant 108,Material.002,17,100,17,hornet_brown Variant 108,Ojos sauron,40,100,40,bone Variant 108,Huesos blancos,70,100,70,none Variant 108,No Material,99,100,99
Variant 109,gold_token Variant 109,Moneda oro,35,100,35,titanium Variant 109,Titanium Card,20,100,20,sapphire Variant 109,Front Card NAVY,20,100,20,576 Variant 109,Bit,50,100,50,48 Variant 109,drift,80,100,80,3 Variant 109,Mana,80,100,80,5 Variant 109,ingot,33,100,33,wild Variant 109,No Material,900,1000,90,firing_red Variant 109,Cuerpo rojo,16,100,16,floyd_pink Variant 109,Alas rosadas,17,100,17,hornet_brown Variant 109,Ojos sauron,40,100,40,bone Variant 109,Huesos blancos,70,100,70,none Variant 109,No Material,99,100,99
Variant 110,titanium_token Variant 110,Material.016,15,100,15,titanium Variant 110,Titanium Card,20,100,20,kevlar Variant 110,Front Card KEVLAR,15,100,15,864 Variant 110,Bit,20,100,20,48 Variant 110,drift,80,100,80,3 Variant 110,Mana,80,100,80,5 Variant 110,ingot,33,100,33,wild Variant 110,No Material,900,1000,90,firing_red Variant 110,Cuerpo rojo,16,100,16,magic_purple Variant 110,Material.004,17,100,17,wasp_yellow Variant 110,Ojos verde claro,25,100,25,bone Variant 110,Huesos blancos,70,100,70,none Variant 110,No Material,99,100,99
Variant 111,platinum_token Variant 111,Moneda platino,50,100,50,platinum Variant 111,Platinium Card,50,100,50,sapphire Variant 111,Front Card NAVY,20,100,20,576 Variant 111,Bit,50,100,50,48 Variant 111,drift,80,100,80,3 Variant 111,Mana,80,100,80,4 Variant 111,ingot,60,100,60,pirate Variant 111,Parche,25,1000,2,tangle_dark Variant 111,Cuerpo negro,14,100,14,ocean_blue Variant 111,Material.001,17,100,17,firefly_lilac Variant 111,Ojos rosados,20,100,20,bone Variant 111,Huesos blancos,70,100,70,none Variant 111,No Material,99,100,99
Variant 112,gold_token Variant 112,Moneda oro,35,100,35,platinum Variant 112,Platinium Card,50,100,50,emerald Variant 112,Front Card Colorful,30,100,30,576 Variant 112,Bit,50,100,50,48 Variant 112,drift,80,100,80,3 Variant 112,Mana,80,100,80,4 Variant 112,ingot,60,100,60,wild Variant 112,No Material,900,1000,90,chocolate_brown Variant 112,Cuerpo marrón,14,100,14,lemon_green Variant 112,Alas verdes,10,100,10,hornet_brown Variant 112,Ojos sauron,40,100,40,bone Variant 112,Huesos blancos,70,100,70,none Variant 112,No Material,99,100,99
Variant 113,platinum_token Variant 113,Moneda platino,50,100,50,platinum Variant 113,Platinium Card,50,100,50,emerald Variant 113,Front Card Colorful,30,100,30,720 Variant 113,Bit,30,100,30,60 Variant 113,drift,15,100,15,3 Variant 113,Mana,80,100,80,4 Variant 113,ingot,60,100,60,wild Variant 113,No Material,900,1000,90,mystic_purple Variant 113,Cuerpo Morado,14,100,14,grosbeak_green Variant 113,Material.003,5,100,5,hornet_brown Variant 113,Ojos sauron,40,100,40,bone Variant 113,Huesos blancos,70,100,70,none Variant 113,No Material,99,100,99
Variant 114,platinum_token Variant 114,Moneda platino,50,100,50,gold Variant 114,Middle Card Black,30,100,30,amethyst Variant 114,Front Card Purple,25,100,25,576 Variant 114,Bit,50,100,50,48 Variant 114,drift,80,100,80,3 Variant 114,Mana,80,100,80,4 Variant 114,ingot,60,100,60,wild Variant 114,No Material,900,1000,90,exotic_turquoise Variant 114,Cuerpo turquesa,14,100,14,magic_purple Variant 114,Material.004,17,100,17,wasp_yellow Variant 114,Ojos verde claro,25,100,25,bone Variant 114,Huesos blancos,70,100,70,none Variant 114,No Material,99,100,99
Variant 115,titanium_token Variant 115,Material.016,15,100,15,platinum Variant 115,Platinium Card,50,100,50,kevlar Variant 115,Front Card KEVLAR,15,100,15,576 Variant 115,Bit,50,100,50,48 Variant 115,drift,80,100,80,6 Variant 115,Mana,15,100,15,4 Variant 115,ingot,60,100,60,wild Variant 115,No Material,900,1000,90,exotic_turquoise Variant 115,Cuerpo turquesa,14,100,14,floyd_pink Variant 115,Alas rosadas,17,100,17,wasp_yellow Variant 115,Ojos verde claro,25,100,25,golden Variant 115,Puas oro,25,100,25,none Variant 115,No Material,99,100,99
Variant 116,gold_token Variant 116,Moneda oro,35,100,35,gold Variant 116,Middle Card Black,30,100,30,emerald Variant 116,Front Card Colorful,30,100,30,864 Variant 116,Bit,20,100,20,48 Variant 116,drift,80,100,80,3 Variant 116,Mana,80,100,80,5 Variant 116,ingot,33,100,33,wild Variant 116,No Material,900,1000,90,firing_red Variant 116,Cuerpo rojo,16,100,16,lemon_green Variant 116,Alas verdes,10,100,10,hornet_brown Variant 116,Ojos sauron,40,100,40,bone Variant 116,Huesos blancos,70,100,70,none Variant 116,No Material,99,100,99
Variant 117,platinum_token Variant 117,Moneda platino,50,100,50,gold Variant 117,Middle Card Black,30,100,30,kevlar Variant 117,Front Card KEVLAR,15,100,15,864 Variant 117,Bit,20,100,20,48 Variant 117,drift,80,100,80,3 Variant 117,Mana,80,100,80,4 Variant 117,ingot,60,100,60,wild Variant 117,No Material,900,1000,90,tangle_dark Variant 117,Cuerpo negro,14,100,14,party_orange Variant 117,Material.005,17,100,17,shimmer_turquoise Variant 117,Ojos turquesa,10,100,10,bone Variant 117,Huesos blancos,70,100,70,none Variant 117,No Material,99,100,99
Variant 118,gold_token Variant 118,Moneda oro,35,100,35,platinum Variant 118,Platinium Card,50,100,50,sapphire Variant 118,Front Card NAVY,20,100,20,864 Variant 118,Bit,20,100,20,48 Variant 118,drift,80,100,80,3 Variant 118,Mana,80,100,80,5 Variant 118,ingot,33,100,33,wild Variant 118,No Material,900,1000,90,chocolate_brown Variant 118,Cuerpo marrón,14,100,14,party_orange Variant 118,Material.005,17,100,17,hornet_brown Variant 118,Ojos sauron,40,100,40,bone Variant 118,Huesos blancos,70,100,70,none Variant 118,No Material,99,100,99
Variant 119,gold_token Variant 119,Moneda oro,35,100,35,platinum Variant 119,Platinium Card,50,100,50,amethyst Variant 119,Front Card Purple,25,100,25,864 Variant 119,Bit,20,100,20,60 Variant 119,drift,15,100,15,3 Variant 119,Mana,80,100,80,5 Variant 119,ingot,33,100,33,wild Variant 119,No Material,900,1000,90,exotic_turquoise Variant 119,Cuerpo turquesa,14,100,14,magic_purple Variant 119,Material.004,17,100,17,wasp_yellow Variant 119,Ojos verde claro,25,100,25,bone Variant 119,Huesos blancos,70,100,70,none Variant 119,No Material,99,100,99
Variant 120,platinum_token Variant 120,Moneda platino,50,100,50,platinum Variant 120,Platinium Card,50,100,50,emerald Variant 120,Front Card Colorful,30,100,30,864 Variant 120,Bit,20,100,20,60 Variant 120,drift,15,100,15,3 Variant 120,Mana,80,100,80,4 Variant 120,ingot,60,100,60,wild Variant 120,No Material,900,1000,90,firing_red Variant 120,Cuerpo rojo,16,100,16,floyd_pink Variant 120,Alas rosadas,17,100,17,firefly_lilac Variant 120,Ojos rosados,20,100,20,bone Variant 120,Huesos blancos,70,100,70,none Variant 120,No Material,99,100,99
Variant 121,platinum_token Variant 121,Moneda platino,50,100,50,platinum Variant 121,Platinium Card,50,100,50,amethyst Variant 121,Front Card Purple,25,100,25,864 Variant 121,Bit,20,100,20,48 Variant 121,drift,80,100,80,3 Variant 121,Mana,80,100,80,12 Variant 121,ingot,1,100,1,wild Variant 121,No Material,900,1000,90,tangle_dark Variant 121,Cuerpo negro,14,100,14,ocean_blue Variant 121,Material.001,17,100,17,hornet_brown Variant 121,Ojos sauron,40,100,40,golden Variant 121,Puas oro,25,100,25,none Variant 121,No Material,99,100,99
Variant 122,platinum_token Variant 122,Moneda platino,50,100,50,titanium Variant 122,Titanium Card,20,100,20,emerald Variant 122,Front Card Colorful,30,100,30,576 Variant 122,Bit,50,100,50,48 Variant 122,drift,80,100,80,9 Variant 122,Mana,5,100,5,5 Variant 122,ingot,33,100,33,wild Variant 122,No Material,900,1000,90,chocolate_brown Variant 122,Cuerpo marrón,14,100,14,floyd_pink Variant 122,Alas rosadas,17,100,17,hornet_brown Variant 122,Ojos sauron,40,100,40,bone Variant 122,Huesos blancos,70,100,70,none Variant 122,No Material,99,100,99
Variant 123,gold_token Variant 123,Moneda oro,35,100,35,platinum Variant 123,Platinium Card,50,100,50,kevlar Variant 123,Front Card KEVLAR,15,100,15,864 Variant 123,Bit,20,100,20,48 Variant 123,drift,80,100,80,6 Variant 123,Mana,15,100,15,4 Variant 123,ingot,60,100,60,wild Variant 123,No Material,900,1000,90,chocolate_brown Variant 123,Cuerpo marrón,14,100,14,sunny_yellow Variant 123,Material.002,17,100,17,hornet_brown Variant 123,Ojos sauron,40,100,40,golden Variant 123,Puas oro,25,100,25,none Variant 123,No Material,99,100,99
Variant 124,titanium_token Variant 124,Material.016,15,100,15,platinum Variant 124,Platinium Card,50,100,50,sapphire Variant 124,Front Card NAVY,20,100,20,720 Variant 124,Bit,30,100,30,60 Variant 124,drift,15,100,15,6 Variant 124,Mana,15,100,15,8 Variant 124,ingot,4,100,4,wild Variant 124,No Material,900,1000,90,exotic_turquoise Variant 124,Cuerpo turquesa,14,100,14,ocean_blue Variant 124,Material.001,17,100,17,hornet_brown Variant 124,Ojos sauron,40,100,40,rainbow Variant 124,Cuernos arcoiris,5,100,5,none Variant 124,No Material,99,100,99
Variant 125,gold_token Variant 125,Moneda oro,35,100,35,platinum Variant 125,Platinium Card,50,100,50,emerald Variant 125,Front Card Colorful,30,100,30,576 Variant 125,Bit,50,100,50,60 Variant 125,drift,15,100,15,3 Variant 125,Mana,80,100,80,5 Variant 125,ingot,33,100,33,wild Variant 125,No Material,900,1000,90,peaceful_green Variant 125,Cuerpo verde,14,100,14,floyd_pink Variant 125,Alas rosadas,17,100,17,wasp_yellow Variant 125,Ojos verde claro,25,100,25,bone Variant 125,Huesos blancos,70,100,70,none Variant 125,No Material,99,100,99
Variant 126,platinum_token Variant 126,Moneda platino,50,100,50,platinum Variant 126,Platinium Card,50,100,50,amethyst Variant 126,Front Card Purple,25,100,25,576 Variant 126,Bit,50,100,50,48 Variant 126,drift,80,100,80,6 Variant 126,Mana,15,100,15,5 Variant 126,ingot,33,100,33,sovereign Variant 126,Gold Crown Sov1.001,75,1000,8,peaceful_green Variant 126,Cuerpo verde,14,100,14,floyd_pink Variant 126,Alas rosadas,17,100,17,hornet_brown Variant 126,Ojos sauron,40,100,40,bone Variant 126,Huesos blancos,70,100,70,none Variant 126,No Material,99,100,99
Variant 127,gold_token Variant 127,Moneda oro,35,100,35,platinum Variant 127,Platinium Card,50,100,50,amethyst Variant 127,Front Card Purple,25,100,25,576 Variant 127,Bit,50,100,50,60 Variant 127,drift,15,100,15,3 Variant 127,Mana,80,100,80,5 Variant 127,ingot,33,100,33,wild Variant 127,No Material,900,1000,90,mystic_purple Variant 127,Cuerpo Morado,14,100,14,ocean_blue Variant 127,Material.001,17,100,17,assembly_purple Variant 127,Ojos morados,5,100,5,bone Variant 127,Huesos blancos,70,100,70,none Variant 127,No Material,99,100,99
Variant 128,gold_token Variant 128,Moneda oro,35,100,35,platinum Variant 128,Platinium Card,50,100,50,kevlar Variant 128,Front Card KEVLAR,15,100,15,576 Variant 128,Bit,50,100,50,48 Variant 128,drift,80,100,80,3 Variant 128,Mana,80,100,80,5 Variant 128,ingot,33,100,33,wild Variant 128,No Material,900,1000,90,chocolate_brown Variant 128,Cuerpo marrón,14,100,14,magic_purple Variant 128,Material.004,17,100,17,wasp_yellow Variant 128,Ojos verde claro,25,100,25,bone Variant 128,Huesos blancos,70,100,70,none Variant 128,No Material,99,100,99
Variant 129,gold_token Variant 129,Moneda oro,35,100,35,platinum Variant 129,Platinium Card,50,100,50,amethyst Variant 129,Front Card Purple,25,100,25,576 Variant 129,Bit,50,100,50,48 Variant 129,drift,80,100,80,3 Variant 129,Mana,80,100,80,5 Variant 129,ingot,33,100,33,wild Variant 129,No Material,900,1000,90,tangle_dark Variant 129,Cuerpo negro,14,100,14,party_orange Variant 129,Material.005,17,100,17,hornet_brown Variant 129,Ojos sauron,40,100,40,bone Variant 129,Huesos blancos,70,100,70,none Variant 129,No Material,99,100,99
Variant 130,platinum_token Variant 130,Moneda platino,50,100,50,platinum Variant 130,Platinium Card,50,100,50,emerald Variant 130,Front Card Colorful,30,100,30,720 Variant 130,Bit,30,100,30,48 Variant 130,drift,80,100,80,3 Variant 130,Mana,80,100,80,5 Variant 130,ingot,33,100,33,wild Variant 130,No Material,900,1000,90,mystic_purple Variant 130,Cuerpo Morado,14,100,14,sunny_yellow Variant 130,Material.002,17,100,17,wasp_yellow Variant 130,Ojos verde claro,25,100,25,golden Variant 130,Puas oro,25,100,25,none Variant 130,No Material,99,100,99
Variant 131,platinum_token Variant 131,Moneda platino,50,100,50,platinum Variant 131,Platinium Card,50,100,50,emerald Variant 131,Front Card Colorful,30,100,30,576 Variant 131,Bit,50,100,50,48 Variant 131,drift,80,100,80,3 Variant 131,Mana,80,100,80,4 Variant 131,ingot,60,100,60,sovereign Variant 131,Gold Crown Sov1.001,75,1000,8,peaceful_green Variant 131,Cuerpo verde,14,100,14,sunny_yellow Variant 131,Material.002,17,100,17,hornet_brown Variant 131,Ojos sauron,40,100,40,bone Variant 131,Huesos blancos,70,100,70,none Variant 131,No Material,99,100,99
Variant 132,platinum_token Variant 132,Moneda platino,50,100,50,gold Variant 132,Middle Card Black,30,100,30,emerald Variant 132,Front Card Colorful,30,100,30,720 Variant 132,Bit,30,100,30,48 Variant 132,drift,80,100,80,3 Variant 132,Mana,80,100,80,4 Variant 132,ingot,60,100,60,wild Variant 132,No Material,900,1000,90,chocolate_brown Variant 132,Cuerpo marrón,14,100,14,floyd_pink Variant 132,Alas rosadas,17,100,17,wasp_yellow Variant 132,Ojos verde claro,25,100,25,bone Variant 132,Huesos blancos,70,100,70,none Variant 132,No Material,99,100,99
Variant 133,platinum_token Variant 133,Moneda platino,50,100,50,platinum Variant 133,Platinium Card,50,100,50,sapphire Variant 133,Front Card NAVY,20,100,20,576 Variant 133,Bit,50,100,50,60 Variant 133,drift,15,100,15,3 Variant 133,Mana,80,100,80,4 Variant 133,ingot,60,100,60,wild Variant 133,No Material,900,1000,90,peaceful_green Variant 133,Cuerpo verde,14,100,14,lemon_green Variant 133,Alas verdes,10,100,10,hornet_brown Variant 133,Ojos sauron,40,100,40,bone Variant 133,Huesos blancos,70,100,70,none Variant 133,No Material,99,100,99
Variant 134,platinum_token Variant 134,Moneda platino,50,100,50,titanium Variant 134,Titanium Card,20,100,20,sapphire Variant 134,Front Card NAVY,20,100,20,864 Variant 134,Bit,20,100,20,48 Variant 134,drift,80,100,80,3 Variant 134,Mana,80,100,80,5 Variant 134,ingot,33,100,33,sovereign Variant 134,Gold Crown Sov1.001,75,1000,8,chocolate_brown Variant 134,Cuerpo marrón,14,100,14,ocean_blue Variant 134,Material.001,17,100,17,wasp_yellow Variant 134,Ojos verde claro,25,100,25,golden Variant 134,Puas oro,25,100,25,none Variant 134,No Material,99,100,99
Variant 135,platinum_token Variant 135,Moneda platino,50,100,50,gold Variant 135,Middle Card Black,30,100,30,sapphire Variant 135,Front Card NAVY,20,100,20,720 Variant 135,Bit,30,100,30,48 Variant 135,drift,80,100,80,3 Variant 135,Mana,80,100,80,4 Variant 135,ingot,60,100,60,wild Variant 135,No Material,900,1000,90,firing_red Variant 135,Cuerpo rojo,16,100,16,floyd_pink Variant 135,Alas rosadas,17,100,17,wasp_yellow Variant 135,Ojos verde claro,25,100,25,golden Variant 135,Puas oro,25,100,25,none Variant 135,No Material,99,100,99
Variant 136,gold_token Variant 136,Moneda oro,35,100,35,gold Variant 136,Middle Card Black,30,100,30,sapphire Variant 136,Front Card NAVY,20,100,20,576 Variant 136,Bit,50,100,50,48 Variant 136,drift,80,100,80,3 Variant 136,Mana,80,100,80,5 Variant 136,ingot,33,100,33,sovereign Variant 136,Gold Crown Sov1.001,75,1000,8,earthy_orange Variant 136,Cuerpo amarillo,14,100,14,ocean_blue Variant 136,Material.001,17,100,17,firefly_lilac Variant 136,Ojos rosados,20,100,20,bone Variant 136,Huesos blancos,70,100,70,none Variant 136,No Material,99,100,99
