,gadget Name,gadget Material,gadget Tickets,gadget: Total Tickets,gadget Odds (% chance),card_material Name,card_material Material,card_material Tickets,card_material: Total Tickets,card_material Odds (% chance),card_shield Name,card_shield Material,card_shield Tickets,card_shield: Total Tickets,card_shield Odds (% chance),card_bit Name,card_bit Material,card_bit Tickets,card_bit: Total Tickets,card_bit Odds (% chance),card_drift Name,card_drift Material,card_drift Tickets,card_drift: Total Tickets,card_drift Odds (% chance),card_mana Name,card_mana Material,card_mana Tickets,card_mana: Total Tickets,card_mana Odds (% chance),card_ingot Name,card_ingot Material,card_ingot Tickets,card_ingot: Total Tickets,card_ingot Odds (% chance),dragon_style Name,dragon_style Material,dragon_style Tickets,dragon_style: Total Tickets,dragon_style Odds (% chance),dragon_body Name,dragon_body Material,dragon_body Tickets,dragon_body: Total Tickets,dragon_body Odds (% chance),dragon_wings Name,dragon_wings Material,dragon_wings Tickets,dragon_wings: Total Tickets,dragon_wings Odds (% chance),dragon_eyes Name,dragon_eyes Material,dragon_eyes Tickets,dragon_eyes: Total Tickets,dragon_eyes Odds (% chance),dragon_all_horns Name,dragon_all_horns Material,dragon_all_horns Tickets,dragon_all_horns: Total Tickets,dragon_all_horns Odds (% chance),music Name,music Material,music Tickets,music: Total Tickets,music Odds (% chance)
Variant 92,titanium_token Variant 92,Material.016,15,100,15,titanium Variant 92,Titanium Card,20,100,20,emerald Variant 92,Front Card Colorful,30,100,30,576 Variant 92,Bit,50,100,50,60 Variant 92,drift,15,100,15,3 Variant 92,Mana,80,100,80,5 Variant 92,ingot,33,100,33,wild Variant 92,No Material,900,1000,90,chocolate_brown Variant 92,Cuerpo marrón,14,100,14,magic_purple Variant 92,Material.004,17,100,17,firefly_lilac Variant 92,Ojos rosados,20,100,20,bone Variant 92,Huesos blancos,70,100,70,none Variant 92,No Material,99,100,99
Variant 93,titanium_token Variant 93,Material.016,15,100,15,titanium Variant 93,Titanium Card,20,100,20,sapphire Variant 93,Front Card NAVY,20,100,20,864 Variant 93,Bit,20,100,20,60 Variant 93,drift,15,100,15,3 Variant 93,Mana,80,100,80,5 Variant 93,ingot,33,100,33,wild Variant 93,No Material,900,1000,90,chocolate_brown Variant 93,Cuerpo marrón,14,100,14,floyd_pink Variant 93,Alas rosadas,17,100,17,hornet_brown Variant 93,Ojos sauron,40,100,40,bone Variant 93,Huesos blancos,70,100,70,none Variant 93,No Material,99,100,99
Variant 94,platinum_token Variant 94,Moneda platino,50,100,50,platinum Variant 94,Platinium Card,50,100,50,emerald Variant 94,Front Card Colorful,30,100,30,576 Variant 94,Bit,50,100,50,48 Variant 94,drift,80,100,80,3 Variant 94,Mana,80,100,80,5 Variant 94,ingot,33,100,33,wild Variant 94,No Material,900,1000,90,tangle_dark Variant 94,Cuerpo negro,14,100,14,sunny_yellow Variant 94,Material.002,17,100,17,assembly_purple Variant 94,Ojos morados,5,100,5,bone Variant 94,Huesos blancos,70,100,70,none Variant 94,No Material,99,100,99
Variant 95,platinum_token Variant 95,Moneda platino,50,100,50,gold Variant 95,Middle Card Black,30,100,30,sapphire Variant 95,Front Card NAVY,20,100,20,576 Variant 95,Bit,50,100,50,48 Variant 95,drift,80,100,80,3 Variant 95,Mana,80,100,80,4 Variant 95,ingot,60,100,60,wild Variant 95,No Material,900,1000,90,mystic_purple Variant 95,Cuerpo Morado,14,100,14,sunny_yellow Variant 95,Material.002,17,100,17,firefly_lilac Variant 95,Ojos rosados,20,100,20,golden Variant 95,Puas oro,25,100,25,none Variant 95,No Material,99,100,99
Variant 96,gold_token Variant 96,Moneda oro,35,100,35,platinum Variant 96,Platinium Card,50,100,50,amethyst Variant 96,Front Card Purple,25,100,25,720 Variant 96,Bit,30,100,30,60 Variant 96,drift,15,100,15,6 Variant 96,Mana,15,100,15,5 Variant 96,ingot,33,100,33,wild Variant 96,No Material,900,1000,90,firing_red Variant 96,Cuerpo rojo,16,100,16,party_orange Variant 96,Material.005,17,100,17,firefly_lilac Variant 96,Ojos rosados,20,100,20,golden Variant 96,Puas oro,25,100,25,none Variant 96,No Material,99,100,99
Variant 97,titanium_token Variant 97,Material.016,15,100,15,platinum Variant 97,Platinium Card,50,100,50,prism Variant 97,Front Card Rainbow,10,100,10,720 Variant 97,Bit,30,100,30,48 Variant 97,drift,80,100,80,3 Variant 97,Mana,80,100,80,4 Variant 97,ingot,60,100,60,wild Variant 97,No Material,900,1000,90,peaceful_green Variant 97,Cuerpo verde,14,100,14,floyd_pink Variant 97,Alas rosadas,17,100,17,hornet_brown Variant 97,Ojos sauron,40,100,40,bone Variant 97,Huesos blancos,70,100,70,none Variant 97,No Material,99,100,99
Variant 98,gold_token Variant 98,Moneda oro,35,100,35,platinum Variant 98,Platinium Card,50,100,50,emerald Variant 98,Front Card Colorful,30,100,30,720 Variant 98,Bit,30,100,30,60 Variant 98,drift,15,100,15,9 Variant 98,Mana,5,100,5,5 Variant 98,ingot,33,100,33,wild Variant 98,No Material,900,1000,90,firing_red Variant 98,Cuerpo rojo,16,100,16,sunny_yellow Variant 98,Material.002,17,100,17,hornet_brown Variant 98,Ojos sauron,40,100,40,bone Variant 98,Huesos blancos,70,100,70,none Variant 98,No Material,99,100,99
Variant 99,gold_token Variant 99,Moneda oro,35,100,35,gold Variant 99,Middle Card Black,30,100,30,amethyst Variant 99,Front Card Purple,25,100,25,576 Variant 99,Bit,50,100,50,60 Variant 99,drift,15,100,15,3 Variant 99,Mana,80,100,80,5 Variant 99,ingot,33,100,33,wild Variant 99,No Material,900,1000,90,firing_red Variant 99,Cuerpo rojo,16,100,16,magic_purple Variant 99,Material.004,17,100,17,firefly_lilac Variant 99,Ojos rosados,20,100,20,bone Variant 99,Huesos blancos,70,100,70,none Variant 99,No Material,99,100,99
Variant 100,gold_token Variant 100,Moneda oro,35,100,35,platinum Variant 100,Platinium Card,50,100,50,emerald Variant 100,Front Card Colorful,30,100,30,720 Variant 100,Bit,30,100,30,48 Variant 100,drift,80,100,80,3 Variant 100,Mana,80,100,80,5 Variant 100,ingot,33,100,33,wild Variant 100,No Material,900,1000,90,peaceful_green Variant 100,Cuerpo verde,14,100,14,party_orange Variant 100,Material.005,17,100,17,assembly_purple Variant 100,Ojos morados,5,100,5,bone Variant 100,Huesos blancos,70,100,70,none Variant 100,No Material,99,100,99
Variant 101,titanium_token Variant 101,Material.016,15,100,15,gold Variant 101,Middle Card Black,30,100,30,emerald Variant 101,Front Card Colorful,30,100,30,720 Variant 101,Bit,30,100,30,48 Variant 101,drift,80,100,80,3 Variant 101,Mana,80,100,80,4 Variant 101,ingot,60,100,60,wild Variant 101,No Material,900,1000,90,mystic_purple Variant 101,Cuerpo Morado,14,100,14,lemon_green Variant 101,Alas verdes,10,100,10,wasp_yellow Variant 101,Ojos verde claro,25,100,25,golden Variant 101,Puas oro,25,100,25,none Variant 101,No Material,99,100,99
Variant 102,titanium_token Variant 102,Material.016,15,100,15,gold Variant 102,Middle Card Black,30,100,30,amethyst Variant 102,Front Card Purple,25,100,25,576 Variant 102,Bit,50,100,50,60 Variant 102,drift,15,100,15,3 Variant 102,Mana,80,100,80,4 Variant 102,ingot,60,100,60,wild Variant 102,No Material,900,1000,90,chocolate_brown Variant 102,Cuerpo marrón,14,100,14,party_orange Variant 102,Material.005,17,100,17,assembly_purple Variant 102,Ojos morados,5,100,5,bone Variant 102,Huesos blancos,70,100,70,none Variant 102,No Material,99,100,99
Variant 103,platinum_token Variant 103,Moneda platino,50,100,50,titanium Variant 103,Titanium Card,20,100,20,prism Variant 103,Front Card Rainbow,10,100,10,864 Variant 103,Bit,20,100,20,48 Variant 103,drift,80,100,80,9 Variant 103,Mana,5,100,5,5 Variant 103,ingot,33,100,33,wild Variant 103,No Material,900,1000,90,peaceful_green Variant 103,Cuerpo verde,14,100,14,floyd_pink Variant 103,Alas rosadas,17,100,17,firefly_lilac Variant 103,Ojos rosados,20,100,20,golden Variant 103,Puas oro,25,100,25,none Variant 103,No Material,99,100,99
Variant 104,platinum_token Variant 104,Moneda platino,50,100,50,platinum Variant 104,Platinium Card,50,100,50,kevlar Variant 104,Front Card KEVLAR,15,100,15,576 Variant 104,Bit,50,100,50,60 Variant 104,drift,15,100,15,3 Variant 104,Mana,80,100,80,4 Variant 104,ingot,60,100,60,wild Variant 104,No Material,900,1000,90,firing_red Variant 104,Cuerpo rojo,16,100,16,floyd_pink Variant 104,Alas rosadas,17,100,17,hornet_brown Variant 104,Ojos sauron,40,100,40,bone Variant 104,Huesos blancos,70,100,70,none Variant 104,No Material,99,100,99
Variant 105,platinum_token Variant 105,Moneda platino,50,100,50,platinum Variant 105,Platinium Card,50,100,50,amethyst Variant 105,Front Card Purple,25,100,25,864 Variant 105,Bit,20,100,20,48 Variant 105,drift,80,100,80,6 Variant 105,Mana,15,100,15,4 Variant 105,ingot,60,100,60,wild Variant 105,No Material,900,1000,90,chocolate_brown Variant 105,Cuerpo marrón,14,100,14,magic_purple Variant 105,Material.004,17,100,17,hornet_brown Variant 105,Ojos sauron,40,100,40,bone Variant 105,Huesos blancos,70,100,70,none Variant 105,No Material,99,100,99
Variant 106,platinum_token Variant 106,Moneda platino,50,100,50,titanium Variant 106,Titanium Card,20,100,20,sapphire Variant 106,Front Card NAVY,20,100,20,576 Variant 106,Bit,50,100,50,48 Variant 106,drift,80,100,80,3 Variant 106,Mana,80,100,80,5 Variant 106,ingot,33,100,33,sovereign Variant 106,Gold Crown Sov1.001,75,1000,8,exotic_turquoise Variant 106,Cuerpo turquesa,14,100,14,ocean_blue Variant 106,Material.001,17,100,17,hornet_brown Variant 106,Ojos sauron,40,100,40,bone Variant 106,Huesos blancos,70,100,70,none Variant 106,No Material,99,100,99
Variant 107,gold_token Variant 107,Moneda oro,35,100,35,platinum Variant 107,Platinium Card,50,100,50,emerald Variant 107,Front Card Colorful,30,100,30,864 Variant 107,Bit,20,100,20,48 Variant 107,drift,80,100,80,3 Variant 107,Mana,80,100,80,5 Variant 107,ingot,33,100,33,wild Variant 107,No Material,900,1000,90,chocolate_brown Variant 107,Cuerpo marrón,14,100,14,ocean_blue Variant 107,Material.001,17,100,17,hornet_brown Variant 107,Ojos sauron,40,100,40,bone Variant 107,Huesos blancos,70,100,70,none Variant 107,No Material,99,100,99
Variant 108,platinum_token Variant 108,Moneda platino,50,100,50,titanium Variant 108,Titanium Card,20,100,20,amethyst Variant 108,Front Card Purple,25,100,25,864 Variant 108,Bit,20,100,20,48 Variant 108,drift,80,100,80,3 Variant 108,Mana,80,100,80,5 Variant 108,ingot,33,100,33,wild Variant 108,No Material,900,1000,90,exotic_turquoise Variant 108,Cuerpo turquesa,14,100,14,ocean_blue Variant 108,Material.001,17,100,17,wasp_yellow Variant 108,Ojos verde claro,25,100,25,bone Variant 108,Huesos blancos,70,100,70,none Variant 108,No Material,99,100,99
Variant 109,gold_token Variant 109,Moneda oro,35,100,35,platinum Variant 109,Platinium Card,50,100,50,amethyst Variant 109,Front Card Purple,25,100,25,576 Variant 109,Bit,50,100,50,48 Variant 109,drift,80,100,80,3 Variant 109,Mana,80,100,80,5 Variant 109,ingot,33,100,33,wild Variant 109,No Material,900,1000,90,tangle_dark Variant 109,Cuerpo negro,14,100,14,magic_purple Variant 109,Material.004,17,100,17,wasp_yellow Variant 109,Ojos verde claro,25,100,25,bone Variant 109,Huesos blancos,70,100,70,none Variant 109,No Material,99,100,99
Variant 110,platinum_token Variant 110,Moneda platino,50,100,50,platinum Variant 110,Platinium Card,50,100,50,amethyst Variant 110,Front Card Purple,25,100,25,576 Variant 110,Bit,50,100,50,48 Variant 110,drift,80,100,80,3 Variant 110,Mana,80,100,80,4 Variant 110,ingot,60,100,60,wild Variant 110,No Material,900,1000,90,firing_red Variant 110,Cuerpo rojo,16,100,16,lemon_green Variant 110,Alas verdes,10,100,10,hornet_brown Variant 110,Ojos sauron,40,100,40,bone Variant 110,Huesos blancos,70,100,70,none Variant 110,No Material,99,100,99
Variant 111,gold_token Variant 111,Moneda oro,35,100,35,titanium Variant 111,Titanium Card,20,100,20,amethyst Variant 111,Front Card Purple,25,100,25,720 Variant 111,Bit,30,100,30,48 Variant 111,drift,80,100,80,3 Variant 111,Mana,80,100,80,4 Variant 111,ingot,60,100,60,wild Variant 111,No Material,900,1000,90,mystic_purple Variant 111,Cuerpo Morado,14,100,14,magic_purple Variant 111,Material.004,17,100,17,wasp_yellow Variant 111,Ojos verde claro,25,100,25,bone Variant 111,Huesos blancos,70,100,70,none Variant 111,No Material,99,100,99
Variant 112,platinum_token Variant 112,Moneda platino,50,100,50,platinum Variant 112,Platinium Card,50,100,50,amethyst Variant 112,Front Card Purple,25,100,25,864 Variant 112,Bit,20,100,20,48 Variant 112,drift,80,100,80,3 Variant 112,Mana,80,100,80,5 Variant 112,ingot,33,100,33,wild Variant 112,No Material,900,1000,90,peaceful_green Variant 112,Cuerpo verde,14,100,14,party_orange Variant 112,Material.005,17,100,17,hornet_brown Variant 112,Ojos sauron,40,100,40,bone Variant 112,Huesos blancos,70,100,70,none Variant 112,No Material,99,100,99
Variant 113,gold_token Variant 113,Moneda oro,35,100,35,platinum Variant 113,Platinium Card,50,100,50,amethyst Variant 113,Front Card Purple,25,100,25,576 Variant 113,Bit,50,100,50,48 Variant 113,drift,80,100,80,3 Variant 113,Mana,80,100,80,4 Variant 113,ingot,60,100,60,wild Variant 113,No Material,900,1000,90,peaceful_green Variant 113,Cuerpo verde,14,100,14,party_orange Variant 113,Material.005,17,100,17,wasp_yellow Variant 113,Ojos verde claro,25,100,25,bone Variant 113,Huesos blancos,70,100,70,none Variant 113,No Material,99,100,99
Variant 114,platinum_token Variant 114,Moneda platino,50,100,50,gold Variant 114,Middle Card Black,30,100,30,kevlar Variant 114,Front Card KEVLAR,15,100,15,576 Variant 114,Bit,50,100,50,48 Variant 114,drift,80,100,80,3 Variant 114,Mana,80,100,80,4 Variant 114,ingot,60,100,60,sovereign Variant 114,Gold Crown Sov1.001,75,1000,8,earthy_orange Variant 114,Cuerpo amarillo,14,100,14,sunny_yellow Variant 114,Material.002,17,100,17,hornet_brown Variant 114,Ojos sauron,40,100,40,golden Variant 114,Puas oro,25,100,25,none Variant 114,No Material,99,100,99
Variant 115,gold_token Variant 115,Moneda oro,35,100,35,platinum Variant 115,Platinium Card,50,100,50,sapphire Variant 115,Front Card NAVY,20,100,20,720 Variant 115,Bit,30,100,30,48 Variant 115,drift,80,100,80,3 Variant 115,Mana,80,100,80,5 Variant 115,ingot,33,100,33,wild Variant 115,No Material,900,1000,90,chocolate_brown Variant 115,Cuerpo marrón,14,100,14,ocean_blue Variant 115,Material.001,17,100,17,assembly_purple Variant 115,Ojos morados,5,100,5,bone Variant 115,Huesos blancos,70,100,70,none Variant 115,No Material,99,100,99
Variant 116,titanium_token Variant 116,Material.016,15,100,15,gold Variant 116,Middle Card Black,30,100,30,emerald Variant 116,Front Card Colorful,30,100,30,720 Variant 116,Bit,30,100,30,48 Variant 116,drift,80,100,80,9 Variant 116,Mana,5,100,5,4 Variant 116,ingot,60,100,60,sovereign Variant 116,Gold Crown Sov1.001,75,1000,8,exotic_turquoise Variant 116,Cuerpo turquesa,14,100,14,ocean_blue Variant 116,Material.001,17,100,17,firefly_lilac Variant 116,Ojos rosados,20,100,20,bone Variant 116,Huesos blancos,70,100,70,none Variant 116,No Material,99,100,99
Variant 117,gold_token Variant 117,Moneda oro,35,100,35,gold Variant 117,Middle Card Black,30,100,30,kevlar Variant 117,Front Card KEVLAR,15,100,15,720 Variant 117,Bit,30,100,30,72 Variant 117,drift,5,100,5,3 Variant 117,Mana,80,100,80,4 Variant 117,ingot,60,100,60,wild Variant 117,No Material,900,1000,90,chocolate_brown Variant 117,Cuerpo marrón,14,100,14,floyd_pink Variant 117,Alas rosadas,17,100,17,firefly_lilac Variant 117,Ojos rosados,20,100,20,bone Variant 117,Huesos blancos,70,100,70,none Variant 117,No Material,99,100,99
Variant 118,titanium_token Variant 118,Material.016,15,100,15,platinum Variant 118,Platinium Card,50,100,50,amethyst Variant 118,Front Card Purple,25,100,25,576 Variant 118,Bit,50,100,50,48 Variant 118,drift,80,100,80,3 Variant 118,Mana,80,100,80,4 Variant 118,ingot,60,100,60,pirate Variant 118,Parche,25,1000,2,chocolate_brown Variant 118,Cuerpo marrón,14,100,14,magic_purple Variant 118,Material.004,17,100,17,hornet_brown Variant 118,Ojos sauron,40,100,40,golden Variant 118,Puas oro,25,100,25,none Variant 118,No Material,99,100,99
Variant 119,platinum_token Variant 119,Moneda platino,50,100,50,gold Variant 119,Middle Card Black,30,100,30,sapphire Variant 119,Front Card NAVY,20,100,20,576 Variant 119,Bit,50,100,50,72 Variant 119,drift,5,100,5,3 Variant 119,Mana,80,100,80,5 Variant 119,ingot,33,100,33,wild Variant 119,No Material,900,1000,90,tangle_dark Variant 119,Cuerpo negro,14,100,14,sunny_yellow Variant 119,Material.002,17,100,17,firefly_lilac Variant 119,Ojos rosados,20,100,20,bone Variant 119,Huesos blancos,70,100,70,none Variant 119,No Material,99,100,99
Variant 120,titanium_token Variant 120,Material.016,15,100,15,platinum Variant 120,Platinium Card,50,100,50,kevlar Variant 120,Front Card KEVLAR,15,100,15,720 Variant 120,Bit,30,100,30,48 Variant 120,drift,80,100,80,3 Variant 120,Mana,80,100,80,4 Variant 120,ingot,60,100,60,wild Variant 120,No Material,900,1000,90,firing_red Variant 120,Cuerpo rojo,16,100,16,magic_purple Variant 120,Material.004,17,100,17,firefly_lilac Variant 120,Ojos rosados,20,100,20,bone Variant 120,Huesos blancos,70,100,70,none Variant 120,No Material,99,100,99
Variant 121,gold_token Variant 121,Moneda oro,35,100,35,platinum Variant 121,Platinium Card,50,100,50,prism Variant 121,Front Card Rainbow,10,100,10,720 Variant 121,Bit,30,100,30,48 Variant 121,drift,80,100,80,3 Variant 121,Mana,80,100,80,5 Variant 121,ingot,33,100,33,wild Variant 121,No Material,900,1000,90,firing_red Variant 121,Cuerpo rojo,16,100,16,party_orange Variant 121,Material.005,17,100,17,firefly_lilac Variant 121,Ojos rosados,20,100,20,bone Variant 121,Huesos blancos,70,100,70,none Variant 121,No Material,99,100,99
Variant 122,gold_token Variant 122,Moneda oro,35,100,35,titanium Variant 122,Titanium Card,20,100,20,sapphire Variant 122,Front Card NAVY,20,100,20,576 Variant 122,Bit,50,100,50,48 Variant 122,drift,80,100,80,3 Variant 122,Mana,80,100,80,5 Variant 122,ingot,33,100,33,wild Variant 122,No Material,900,1000,90,firing_red Variant 122,Cuerpo rojo,16,100,16,floyd_pink Variant 122,Alas rosadas,17,100,17,firefly_lilac Variant 122,Ojos rosados,20,100,20,bone Variant 122,Huesos blancos,70,100,70,none Variant 122,No Material,99,100,99
Variant 123,platinum_token Variant 123,Moneda platino,50,100,50,gold Variant 123,Middle Card Black,30,100,30,kevlar Variant 123,Front Card KEVLAR,15,100,15,864 Variant 123,Bit,20,100,20,48 Variant 123,drift,80,100,80,3 Variant 123,Mana,80,100,80,4 Variant 123,ingot,60,100,60,sovereign Variant 123,Gold Crown Sov1.001,75,1000,8,exotic_turquoise Variant 123,Cuerpo turquesa,14,100,14,ocean_blue Variant 123,Material.001,17,100,17,hornet_brown Variant 123,Ojos sauron,40,100,40,bone Variant 123,Huesos blancos,70,100,70,none Variant 123,No Material,99,100,99
Variant 124,gold_token Variant 124,Moneda oro,35,100,35,gold Variant 124,Middle Card Black,30,100,30,prism Variant 124,Front Card Rainbow,10,100,10,864 Variant 124,Bit,20,100,20,48 Variant 124,drift,80,100,80,3 Variant 124,Mana,80,100,80,4 Variant 124,ingot,60,100,60,wild Variant 124,No Material,900,1000,90,firing_red Variant 124,Cuerpo rojo,16,100,16,magic_purple Variant 124,Material.004,17,100,17,assembly_purple Variant 124,Ojos morados,5,100,5,bone Variant 124,Huesos blancos,70,100,70,none Variant 124,No Material,99,100,99
Variant 125,gold_token Variant 125,Moneda oro,35,100,35,platinum Variant 125,Platinium Card,50,100,50,emerald Variant 125,Front Card Colorful,30,100,30,576 Variant 125,Bit,50,100,50,48 Variant 125,drift,80,100,80,3 Variant 125,Mana,80,100,80,4 Variant 125,ingot,60,100,60,wild Variant 125,No Material,900,1000,90,chocolate_brown Variant 125,Cuerpo marrón,14,100,14,ocean_blue Variant 125,Material.001,17,100,17,hornet_brown Variant 125,Ojos sauron,40,100,40,rainbow Variant 125,Cuernos arcoiris,5,100,5,none Variant 125,No Material,99,100,99
Variant 126,platinum_token Variant 126,Moneda platino,50,100,50,titanium Variant 126,Titanium Card,20,100,20,prism Variant 126,Front Card Rainbow,10,100,10,576 Variant 126,Bit,50,100,50,48 Variant 126,drift,80,100,80,3 Variant 126,Mana,80,100,80,5 Variant 126,ingot,33,100,33,pirate Variant 126,Parche,25,1000,2,peaceful_green Variant 126,Cuerpo verde,14,100,14,ocean_blue Variant 126,Material.001,17,100,17,wasp_yellow Variant 126,Ojos verde claro,25,100,25,bone Variant 126,Huesos blancos,70,100,70,none Variant 126,No Material,99,100,99
Variant 127,gold_token Variant 127,Moneda oro,35,100,35,gold Variant 127,Middle Card Black,30,100,30,sapphire Variant 127,Front Card NAVY,20,100,20,720 Variant 127,Bit,30,100,30,48 Variant 127,drift,80,100,80,3 Variant 127,Mana,80,100,80,5 Variant 127,ingot,33,100,33,sovereign Variant 127,Gold Crown Sov1.001,75,1000,8,firing_red Variant 127,Cuerpo rojo,16,100,16,party_orange Variant 127,Material.005,17,100,17,hornet_brown Variant 127,Ojos sauron,40,100,40,bone Variant 127,Huesos blancos,70,100,70,none Variant 127,No Material,99,100,99
Variant 128,gold_token Variant 128,Moneda oro,35,100,35,platinum Variant 128,Platinium Card,50,100,50,emerald Variant 128,Front Card Colorful,30,100,30,720 Variant 128,Bit,30,100,30,48 Variant 128,drift,80,100,80,3 Variant 128,Mana,80,100,80,10 Variant 128,ingot,2,100,2,wild Variant 128,No Material,900,1000,90,earthy_orange Variant 128,Cuerpo amarillo,14,100,14,party_orange Variant 128,Material.005,17,100,17,hornet_brown Variant 128,Ojos sauron,40,100,40,bone Variant 128,Huesos blancos,70,100,70,none Variant 128,No Material,99,100,99
Variant 129,gold_token Variant 129,Moneda oro,35,100,35,titanium Variant 129,Titanium Card,20,100,20,emerald Variant 129,Front Card Colorful,30,100,30,720 Variant 129,Bit,30,100,30,48 Variant 129,drift,80,100,80,6 Variant 129,Mana,15,100,15,4 Variant 129,ingot,60,100,60,wild Variant 129,No Material,900,1000,90,firing_red Variant 129,Cuerpo rojo,16,100,16,party_orange Variant 129,Material.005,17,100,17,wasp_yellow Variant 129,Ojos verde claro,25,100,25,rainbow Variant 129,Cuernos arcoiris,5,100,5,none Variant 129,No Material,99,100,99
Variant 130,gold_token Variant 130,Moneda oro,35,100,35,gold Variant 130,Middle Card Black,30,100,30,amethyst Variant 130,Front Card Purple,25,100,25,576 Variant 130,Bit,50,100,50,60 Variant 130,drift,15,100,15,3 Variant 130,Mana,80,100,80,4 Variant 130,ingot,60,100,60,wild Variant 130,No Material,900,1000,90,tangle_dark Variant 130,Cuerpo negro,14,100,14,magic_purple Variant 130,Material.004,17,100,17,wasp_yellow Variant 130,Ojos verde claro,25,100,25,bone Variant 130,Huesos blancos,70,100,70,none Variant 130,No Material,99,100,99
Variant 131,platinum_token Variant 131,Moneda platino,50,100,50,platinum Variant 131,Platinium Card,50,100,50,emerald Variant 131,Front Card Colorful,30,100,30,576 Variant 131,Bit,50,100,50,60 Variant 131,drift,15,100,15,3 Variant 131,Mana,80,100,80,4 Variant 131,ingot,60,100,60,wild Variant 131,No Material,900,1000,90,chocolate_brown Variant 131,Cuerpo marrón,14,100,14,ocean_blue Variant 131,Material.001,17,100,17,wasp_yellow Variant 131,Ojos verde claro,25,100,25,bone Variant 131,Huesos blancos,70,100,70,none Variant 131,No Material,99,100,99
Variant 132,gold_token Variant 132,Moneda oro,35,100,35,titanium Variant 132,Titanium Card,20,100,20,sapphire Variant 132,Front Card NAVY,20,100,20,864 Variant 132,Bit,20,100,20,48 Variant 132,drift,80,100,80,6 Variant 132,Mana,15,100,15,5 Variant 132,ingot,33,100,33,sovereign Variant 132,Gold Crown Sov1.001,75,1000,8,chocolate_brown Variant 132,Cuerpo marrón,14,100,14,grosbeak_green Variant 132,Material.003,5,100,5,wasp_yellow Variant 132,Ojos verde claro,25,100,25,bone Variant 132,Huesos blancos,70,100,70,none Variant 132,No Material,99,100,99
Variant 133,gold_token Variant 133,Moneda oro,35,100,35,platinum Variant 133,Platinium Card,50,100,50,amethyst Variant 133,Front Card Purple,25,100,25,576 Variant 133,Bit,50,100,50,48 Variant 133,drift,80,100,80,3 Variant 133,Mana,80,100,80,4 Variant 133,ingot,60,100,60,wild Variant 133,No Material,900,1000,90,exotic_turquoise Variant 133,Cuerpo turquesa,14,100,14,floyd_pink Variant 133,Alas rosadas,17,100,17,wasp_yellow Variant 133,Ojos verde claro,25,100,25,bone Variant 133,Huesos blancos,70,100,70,none Variant 133,No Material,99,100,99
Variant 134,platinum_token Variant 134,Moneda platino,50,100,50,titanium Variant 134,Titanium Card,20,100,20,sapphire Variant 134,Front Card NAVY,20,100,20,576 Variant 134,Bit,50,100,50,48 Variant 134,drift,80,100,80,6 Variant 134,Mana,15,100,15,5 Variant 134,ingot,33,100,33,wild Variant 134,No Material,900,1000,90,tangle_dark Variant 134,Cuerpo negro,14,100,14,grosbeak_green Variant 134,Material.003,5,100,5,hornet_brown Variant 134,Ojos sauron,40,100,40,bone Variant 134,Huesos blancos,70,100,70,none Variant 134,No Material,99,100,99
Variant 135,titanium_token Variant 135,Material.016,15,100,15,gold Variant 135,Middle Card Black,30,100,30,amethyst Variant 135,Front Card Purple,25,100,25,864 Variant 135,Bit,20,100,20,48 Variant 135,drift,80,100,80,3 Variant 135,Mana,80,100,80,4 Variant 135,ingot,60,100,60,wild Variant 135,No Material,900,1000,90,tangle_dark Variant 135,Cuerpo negro,14,100,14,sunny_yellow Variant 135,Material.002,17,100,17,wasp_yellow Variant 135,Ojos verde claro,25,100,25,bone Variant 135,Huesos blancos,70,100,70,none Variant 135,No Material,99,100,99
Variant 136,platinum_token Variant 136,Moneda platino,50,100,50,titanium Variant 136,Titanium Card,20,100,20,sapphire Variant 136,Front Card NAVY,20,100,20,720 Variant 136,Bit,30,100,30,60 Variant 136,drift,15,100,15,3 Variant 136,Mana,80,100,80,4 Variant 136,ingot,60,100,60,wild Variant 136,No Material,900,1000,90,chocolate_brown Variant 136,Cuerpo marrón,14,100,14,sunny_yellow Variant 136,Material.002,17,100,17,firefly_lilac Variant 136,Ojos rosados,20,100,20,golden Variant 136,Puas oro,25,100,25,none Variant 136,No Material,99,100,99
Variant 137,platinum_token Variant 137,Moneda platino,50,100,50,platinum Variant 137,Platinium Card,50,100,50,amethyst Variant 137,Front Card Purple,25,100,25,720 Variant 137,Bit,30,100,30,48 Variant 137,drift,80,100,80,3 Variant 137,Mana,80,100,80,4 Variant 137,ingot,60,100,60,wild Variant 137,No Material,900,1000,90,exotic_turquoise Variant 137,Cuerpo turquesa,14,100,14,lemon_green Variant 137,Alas verdes,10,100,10,shimmer_turquoise Variant 137,Ojos turquesa,10,100,10,bone Variant 137,Huesos blancos,70,100,70,none Variant 137,No Material,99,100,99
Variant 138,platinum_token Variant 138,Moneda platino,50,100,50,gold Variant 138,Middle Card Black,30,100,30,sapphire Variant 138,Front Card NAVY,20,100,20,864 Variant 138,Bit,20,100,20,60 Variant 138,drift,15,100,15,3 Variant 138,Mana,80,100,80,4 Variant 138,ingot,60,100,60,wild Variant 138,No Material,900,1000,90,mystic_purple Variant 138,Cuerpo Morado,14,100,14,ocean_blue Variant 138,Material.001,17,100,17,hornet_brown Variant 138,Ojos sauron,40,100,40,rainbow Variant 138,Cuernos arcoiris,5,100,5,none Variant 138,No Material,99,100,99
